Pransa_no	Adhyaya_no	Kandika_no	Text_no	Hymn
1	5	11	25	(Let him perform) a funeral sacrifice on the eleventh or the twelfth (day).
1	5	11	26	In (performing) the remaining rites (one should) conform to (the customs of) the people.
1	5	11	27	In case of a (death) let him also keep (a period of impurity) for (persons who are) not (his) Sapindas, according to the degree of nearness, three (days and) nights, a day and a night, one day and so forth,
1	5	11	28	For a teacher, a sub-teacher (upâdhyâya), and their sons, three (days and) nights,
1	5	11	29	Likewise for officiating priests,
1	5	11	30	Let hire keep. on account of a pupil, for one who has the same spiritual guide, for a fellow-student (sabrahmakârin) three (days and) nights, one day and a night, one day and so forth (as periods of impurity).
1	5	11	31	On a miscarriage females (remain impure) as many (days and) nights as months (elapsed after conception).
1	5	11	32	If he unintentionally touches the corpse of a stranger, he becomes at once pure after bathing dressed in his clothes.
1	5	11	33	(If he does it) intentionally, (he will remain impure) during three (days and) nights.
1	5	11	34	And (the same rules apply if he touches a woman) during her courses.
1	5	11	35	A son who is born from (intercourse with a temporarily unclean woman) becomes an Abhisasta. Thereby the penances (to be performed) by him have been explained.
1	5	11	36	On touching one who sells the Veda, a sacrificial post, an outcast, a funeral pile, a dog, or a Kandâla he shall bathe.
1	5	11	37	Now if a worm is produced in an open wound that is filled with pus and sanies, how shall, in that case, a penance be performed?
1	5	11	38	He who is bitten by a worm will become pure on bathing (daily) during three days and drinking (a mixture of) cow's urine, cowdung, milk, sour milk, butter, and water boiled with Kusa grass.
1	5	11	39	He who has been touched by a dog shall bathe dressed in his clothes;
1	5	11	40	Or he becomes pure by washing that spot (where he has been touched), by touching it with fire, by (afterwards) again washing it and his feet, and by sipping water.
1	5	11	41	Now they quote also (the following verses): 'But a Brâhmana who has been bitten by a dog, is purified if he goes to a river that flows into the ocean, (bathes there and) suppresses his breath one hundred times and (afterwards) eats clarified butter. He will (also) become pure at, once on bathing (in water brought) in golden or silver (vessels), or in a cow's horn, or in new (earthen pots).'
1	5	12	1	Tame animals must not be eaten,
1	5	12	2	Nor carnivorous and (tame) birds,
1	5	12	3	Nor (tame) cocks and pigs;
1	5	12	4	Goats and sheep (are) excepted (from the above prohibition).
1	5	12	5	Five five-toed animals may be eaten, (viz.) the porcupine, the iguana, the hare, the hedgehog, the tortoise and the rhinoceros, excepting the rhinoceros,
1	5	12	6	Likewise five animals with cloven hoofs, (viz.) the white-footed antelope (Nîl-gâi), the (common ravine) deer, the spotted deer, the buffalo, the (wild) boar and the black antelope, excepting the black antelope,
1	5	12	7	(Likewise) five (kinds of) birds that feed scratching with their feet, (viz.) the partridge, the blue rock-pigeon, the francoline partridge, the (crane called) Vârdhrânasa, the peacock and the Vârana, excepting the Vârana,
1	5	12	8	(And the following) fishes, (viz.) the Silurus Pelorius (Sahasradamshtrin), the Kilikima, the Varmi, the Brihakkhiras, the Masakari(?), the Cyprinus Rohita, and the Râgi.
1	5	12	9	The milk of a (female animal) whose offspring is not ten days old, and of one that gives milk while big with a young one, must not be drunk,
1	5	12	10	Nor that of a (cow) that has no calf or that (suckles) a strange calf.
1	5	12	11	(The milk) of sheep, camels, and one-hoofed animals must not be drunk.
1	5	12	12	If (he has) drunk (milk) which ought not to be drunk, excepting cow's milk, (he must perform) a Krikkhra (penance).
1	5	12	13	But if (he has drunk) cow's milk (that is unfit for use, he shall) fast during three (days and) nights.
1	5	12	14	Stale (food must not be eaten or drunk) excepting pot-herbs, broths, meat, clarified butter, cooked grain, molasses, sour milk, and barley-meal,
1	5	12	15	Nor (substances) which have turned sour, nor molasses which have come into that state.
1	5	12	16	After performing the ceremony preparatory to the beginning of the Veda-study (upâkarman) on the (full moon of the month) of Srâvana or of Ashâdha, they shall close the term on the full moon of Taisha or Mâgha.
1	6	13	1	The gods enjoy a pure sacrifice (only);
1	6	13	2	For the gods are desirous of purity and (themselves) pure.
1	6	13	3	The following (Rik) declares that, 'To you, O Maruts, the pure ones, pure viands; to you, the pure ones, I offer a pure sacrifice. They who love the pious rites, who are of pure origin, (themselves) pure and purifiers (of others), came duly to the truthful (worshipper).'
1	6	13	4	(He will be) pure (if there is) no blemish on his clothes, therefore let him perform all (acts) that are connected with sacrificing, (dressed) in unblemished clothes.
1	6	13	5	The sacrificer and his wife as well as the officiating priests shall put on dresses which have been washed, and dried by the wind, and which are not in a bad condition.
1	6	13	6	(It shall be) thus from the (beginning of the) Prakrama,
1	6	13	7	And thus at the long Soma-sacrifices and the Sattras;
1	6	13	8	And (on other occasions other dresses must be used) in accordance with the injunction (of the Veda),
1	6	13	9	Thus at (all) Ishtis, animal sacrifices, and Soma-sacrifices which may be used as spells (against enemies), the priests shall perform (the sacred rites), wearing red turbans and red dresses; (when reciting the hymn seen by) Vrishâkapi (he shall) wear a dress and a mantle of many colours and so forth.
1	6	13	10	At the Agnyâdhâna (sacrifice) the clothes (shall be made) of flax; on failure of such, (dresses) made of cotton or of wool are used.
1	6	13	11	Clothes defiled by urine, ordure, blood, semen and the like (shall be) cleaned with earth, water and the like.
1	6	13	12	(Dresses) made of Tripa-bark and vrikala (shall be treated) like cotton-cloth,
1	6	13	13	Deer-skins like (dresses) made of bark.
1	6	13	14	(Let him) not (use) a mantle which has been wrapped (round the loins, or) on which he has been lying (in his bed), without washing it.
1	6	13	15	: Let him not employ for the gods anything used by men without beating it on a stone.
1	6	13	16	If solid earth is defiled, (it must be) smeared with cowdung.
1	6	13	17	Loose (earth must be cleansed by) ploughing,
1	6	13	18	Moist (earth) by bringing pure (earth) and covering (it with that).
1	6	13	19	Land is purified in four (ways), by being trod on by cows, by digging, by lighting a fire on it, by rain falling on it,
1	6	13	20	Fifthly by smearing it with cowdung, and sixthly through (the lapse of) time.
1	6	13	21	Grass placed on unconsecrated ground (must be) washed.
1	6	13	22	(Grass) defiled out of one's sight, (shall be) sprinkled (with water).
1	6	13	23	Small pieces of sacred fuel (shall be purified) in the same manner.
1	6	13	24	Large pieces of wood (must be) washed and dried.
1	6	13	25	But a great quantity (of wood shall be) sprinkled (with water).
1	6	13	26	Wooden vessels which have been touched by impure men (shall be) scraped;
1	6	13	27	(And) those which are defiled by stains of remnants (shall be) planed.
1	6	13	28	(Wooden vessels) defiled by urine, ordure, blood, semen, and the like (very impure substances shall be) thrown away.
1	6	13	29	These (rules must be followed) except in case a (special) injunction (is given);
1	6	13	30	Thus, for instance, (purification by) washing with Kusa grass and water (is prescribed) on all the following (occasions, viz.) at the Agnihotra, the Gharmokkhishta, the Dadhigharma, the Kundapâyinâm Ayana, the Utsarginâm Ayana, the Dâkshâyana sacrifice, the Ardhodaya, the Katuskakra, and the Brahmaudanas,
1	6	13	31	(Again) at all Soma-sacrifices (the cups must be) cleaned with water only on (the heap of earth called) the Mârgâliya;
1	6	13	32	If these same (cups are defiled) by urine, ordure, blood, semen, and the like (they must be) thrown away.
1	6	14	1	Earthen vessels that have been touched by impure persons (must be) exposed to (the flame of) a fire of Kusa grass.
1	6	14	2	Those which have been defiled by stains of remnants (of food must be) exposed to another burning.
1	6	14	3	Those which have been defiled by urine, ordure, blood, semen, and the like (must be) thrown away.
1	6	14	4	(Vessels) made of metal (must be) washed, after having been scrubbed as (directed) above.
1	6	14	5	The materials (to be used) for scrubbing (are) cowdung, earth, ashes, and so forth.
1	6	14	6	Those which have been defiled by urine, ordure, blood, semen, and the like (must be) recast,
1	6	14	7	Or (they must) be kept during seven (days and) nights completely immersed in cow's urine,
1	6	14	8	Or in a great river for as long (a period).
