Pransa_no	Patala_no	Khanda_no	Text_no	Hymn
2	8	19	2	But they declare, that the life of the mother of that person who eats at this ceremony, his face turned in that direction, will be shortened.
2	8	19	3	A vessel of brass, the centre of which is gilt, is best (for this occasion).
2	8	19	4	And nobody else shall eat out of that vessel.
2	8	19	5	He shall make a lump of as much (food) as he can swallow (at once).
2	8	19	6	(And he shall) not scatter anything (on the ground).
2	8	19	7	He shall not let go the vessel (with his left hand);
2	8	19	8	Or he may let it go.
2	8	19	9	He shall swallow the whole mouthful at once, introducing it, together with the thumb, (into the mouth.)
2	8	19	10	He shall make no noise with his mouth (whilst eating).
2	8	19	11	And he shall not shake his right hand (whilst eating).
2	8	19	12	After he (has eaten and) sipped water, he shall raise his hands, until the water has run off (and they have become dry).
2	8	19	13	After that he shall touch fire.
2	8	19	14	And (during this ceremony) he shall not eat in the day-time anything but roots and fruit.
2	8	19	15	And let him avoid Sthâlîpâka-offerings, and food offered to the Manes or to the Gods.
2	8	19	16	He shall eat wearing his upper garment over his left shoulder and under his right arm.
2	8	19	17	At the (monthly) Srâddha which must necessarily be performed, he must use (food) mixed with fat.
2	8	19	18	The first (and preferable) alternative (is to employ) clarified butter and meat.
2	8	19	19	On failure (of these), oil of sesamum, vegetables, and (similar materials may be used).
2	8	19	20	And under the asterism Maghâ he shall feed the Brâhmanas more (than at other times) with (food mixed with) clarified butter, according to the rule of the Srâddha.
2	8	20	1	At every monthly Srâddha he shall use, in whatever manner he may be able, one drona of sesamum.
2	8	20	2	And he shall feed Brâhmanas endowed with all (good qualities), and they shall not give the fragments (of the food) to a person who does not possess the same good qualities (as the Brâhmanas).
2	8	20	3	He who desires prosperity shall fast in the half of the year when the sun goes to the north, under the constellation Tishya, in the first half of the month, for (a day and) a night at least, prepare a Sthâlîpâka-offering, offer burnt-oblations to Kubera (the god of riches), feed a Brâhmana with that (food prepared for the Sthâlîpâka) mixed with clarified butter, and make him wish prosperity with (a Mantra) implying prosperity.
2	8	20	4	This (rite he shall repeat) daily until the next Tishya(-day).
2	8	20	5	On the second (Tishya-day and during the second month he shall feed) two (Brâhmanas).
2	8	20	6	On the third (Tishya-day and during the third month he shall feed) three (Brâhmanas).
2	8	20	7	In this manner (the Tishya-rite is to be performed) for a year, with a (monthly) increase (of the number of Brâhmanas fed).}
2	8	20	8	(Thus) he obtains great prosperity.
2	8	20	9	But the fasting takes place on the first (Tishya-day) only.
2	8	20	10	He shall avoid to eat those things which have lost their strength (as butter-milk, curds, and whey).
2	8	20	11	He shall avoid to tread on ashes or husks of grain.
2	8	20	12	To wash one foot with the other, or to place one foot on the other,
2	8	20	13	And to swing his feet,
2	8	20	14	And to place one leg crosswise over the knee (of the other),
2	8	20	15	And to make his nails
2	8	20	16	Or to make (his finger-joints) crack without a (good) reason,
2	8	20	17	And all other (acts) which they blame.
2	8	20	18	And let him acquire money in all ways that are lawful.
2	8	20	19	And let him spend money on worthy (persons or objects).
2	8	20	20	And let him not give anything to an unworthy (person), of whom he does not stand in fear.
2	8	20	21	And let him conciliate men (by gifts or kindness).
2	8	20	22	And he may enjoy the pleasures which are not forbidden by the holy law.
2	8	20	23	(Acting) thus he conquers both worlds.
2	9	21	1	There are four orders, viz. the order of householders, the order of students, the order of ascetics, and the order of hermits in the woods.
2	9	21	2	If he lives in all these four according to the rules (of the law), without allowing himself to be disturbed (by anything), he will obtain salvation.
2	9	21	3	The duty to live in the teacher's house after the initiation is common to all of them.
2	9	21	4	Not to abandon sacred learning (is a duty common) to all.
2	9	21	5	Having learnt the rites (that are to be performed in each order), he may perform what he wishes.
2	9	21	6	Worshipping until death (and living) according to the rule of a (temporary) student, a (professed) student may leave his body in the house of his teacher.
2	9	21	7	Now (follow the rules) regarding the ascetic (Samnyâsin).
2	9	21	8	Only after (having fulfilled) the duties of that (order of students) he shall go forth (as an ascetic), remaining chaste.
2	9	21	9	For him (the Samnyâsin) they prescribe the following rules).
2	9	21	10	He shall live without a fire, without a house, Without pleasures, without protection. Remaining silent and uttering speech only on the occasion of the daily recitation of the Veda, begging so much food only in the village as will sustain his life, he shall wander about neither caring for this world nor for heaven.
2	9	21	11	It is ordained that he shall wear clothes thrown away (by others as useless).
2	9	21	12	Some declare that he shall go naked.
2	9	21	13	Abandoning truth and falsehood, pleasure and pain, the Vedas, this world and the next, he shall seek the Âtman.
2	9	21	14	(Some say that) he obtains salvation if he knows (the Âtman).
2	9	21	15	(But) that (opinion) is opposed to the Sâstras.
2	9	21	16	(For) if salvation were obtained by the knowledge of the Âtman alone, then he ought not to feel any pain even in this (world).
2	9	21	17	Thereby that which follows has been declared.
2	9	21	18	Now (follow the rules regarding) the hermit living in the woods.
2	9	21	19	Only after (completing) that (studentship) he shall go forth, remaining chaste.
2	9	21	20	For him they give (the following rules):
2	9	21	21	he shall keep one fire only, have no house, enjoy no pleasures, have no protector, observe silence, uttering speech on the occasion of the daily recitation of the Veda only.
2	9	22	1	A dress of materials procured in the woods (skins or bark) is ordained for him.
2	9	22	2	Then he shall wander about, sustaining his life by roots, fruits, leaves, and grass.
2	9	22	3	In the end (he shall live on) what has become detached spontaneously.
2	9	22	4	Next he shall live on water, (then) on air, then on ether.
2	9	22	5	Each following one of these modes of subsistence is distinguished by a (greater) reward.
2	9	22	6	Now some (teachers) enjoin for the hermit thesuccessive performance (of the acts prescribed for the several orders).
2	9	22	7	After having finished the. study of the Veda, having taken a wife and kindled the sacred fires, he shall begin the rites, which end with the Soma-sacrifices, (performing) as many as are prescribed in the revealed texts.
2	9	22	8	(Afterwards) he shall build a dwelling, and dwell outside the village with his wife, his children, and his fires,
2	9	22	9	Or (he may live) alone.
2	9	22	10	He shall support himself by gleaning corn.
2	9	22	11	And after that he shall not any longer take presents.
2	9	22	12	And he shall sacrifice (only) after having bathed (in the following manner):
2	9	22	13	He shall enter the water slowly, and bathe without beating it (with his hand), his face turned towards the sun.
2	9	22	14	This rule of bathing is valid for all (castes and orders).
2	9	22	15	Some enjoin (that he shall prepare) two sets of utensils for cooking and eating, (and) of choppers, hatchets, sickles, and mallets.
2	9	22	16	He shall take one of each pair (of instruments), give the others (to his wife), and (then) go into the forest.
2	9	22	17	After that time (he shall perform) the burnt-oblations, (sustain) his life, (feed) his guests, and (prepare) his clothes with materials produced in the forest.
2	9	22	18	Rice must be used for those sacrifices for which cakes mixed with meat (are employed by the householder).
2	9	22	19	And all (the Mantras), as well as the daily portion of the Veda, (must be recited) inaudibly.
2	9	22	20	He shall not make the inhabitants of the forest hear (his recitation).
2	9	22	21	(He shall have) a house for his fire (only).
2	9	22	22	He himself (shall live) in the open air.
2	9	22	23	His couch and seat, must not be covered (with mats).
2	9	22	24	If he obtains fresh grain, he shall throw away the old (store).
2	9	23	1	If he desires (to perform) very great austerities, he (shall not make a hoard of grain, but) collect food every day only, morning and evening, in his vessel.
2	9	23	2	Afterwards he shall wander about, sustaining his life with roots, fruits, leaves, and grass (which he collects). Finally (he shall content himself with) what has become detached spontaneously. Then he shall live on water, then on air, (and finally) upon ether. Each succeeding mode of subsistence procures greater rewards.
2	9	23	3	Now they quote (the following) two verses from a Purâna:
2	9	23	4	Those eighty thousand sages who desired offspring passed to the south by Aryaman's road and obtained burial-grounds.
2	9	23	5	Those eighty thousand sages who desired no offspring passed by Aryaman's road to the north and obtained immortality.
2	9	23	6	Thus are praised those who keep the vow of chastity.
2	9	23	7	Now they accomplish also their wishes merely by conceiving them,
2	9	23	8	For instance, (the desire to procure) rain, to bestow children, second-sight, to move quick as thought, and other (desires) of this description.
2	9	23	9	Therefore on account of (passages) of the revealed texts, and on account of the visible results, some declare these orders (of men keeping the vow of chastity to be) the most excellent.
2	9	23	10	But (to this we answer): It is the firm opinion of those who are well versed in the threefold sacred learning, that the Vedas are the highest authority.[paragraph continues] They consider that the (rites) which are ordered there to be performed with rice, yava, animals, clarified butter, milk, potsherds, (in conjunction) with a wife, (and accompanied) by loud or muttered (Mantras), must be performed, and that (hence) a rule of conduct which is opposed to these (rites) is of no authority.
2	9	23	11	But by the term burial-ground (in the text above given) it is intended to ordain the last rites for those who have performed many sacrifices, (and not to mean that dead householders become demons and haunt burial-grounds.)
2	9	23	12	The revealed texts declare that after (the burial follows) a reward without end, which is designated by the term 'heavenly bliss.'
2	9	24	1	Now the Veda declares also one's offspring to be immortality (in this verse): 'In thy offspring thou art born again, that, mortal, is thy immortality.'
2	9	24	2	Now it can also be perceived by the senses that the (father) has been reproduced separately (in the son); for the likeness (of a father and of a son) is even visible, only (their) bodies are different.
2	9	24	3	'These (sons) who live, fulfilling the rites taught (in the Veda), increase the fame and heavenly bliss of their departed ancestors.'
2	9	24	4	'In this manner each succeeding (generation increases the fame and heavenly bliss) of the preceding ones.'
2	9	24	5	'They (the ancestors) live in heaven until the (next) general destruction of created things.'
2	9	24	6	At the new creation (of, the world) they become the seed. That has been declared in the Bhavishyatpurâna.
2	9	24	7	Now Pragâpati also says,
2	9	24	8	'Those dwell with us who fulfil the following (duties): the study of the three Vedas, the studentship, the procreation of children, faith, religious austerities, sacrifices, and the giving of gifts. He who praises other (duties), becomes dust and perishes.'
2	9	24	9	Those among these (sons) who commit sin, perish alone, just as the leaf of a tree (which has been attacked by worms falls without injuring its branch or tree). They do not hurt their ancestors.
2	9	24	10	(For) the (ancestor) has no connection with the acts committed (by his descendant) in this world, nor with their results in the next.
2	9	24	11	(The truth of) that may be known by the following (reason):
2	9	24	12	This creation (is the work) of Pragâpati and of the sages.
2	9	24	13	The bodies of those (sages) who stay there (in heaven) on account of their merits appear visibly most excellent and brilliant (as, for instance, the constellation of the seven Rishis).
2	9	24	14	But even though some (ascetic), whilst still in the body, may gain heaven through a portion of (the merit acquired by his former) works or through austerities, and though he may. accomplish (his objects) by his mere wish, still this is no reason to place one order before the other.
2	10	25	1	The general and special duties of all castes have been explained. But we will now declare those of a king in particular.
2	10	25	2	He shall cause to be built a town and a palace, the gates of both of which (must look) towards the south.
2	10	25	3	The palace (shall stand) in the heart of the town.
2	10	25	4	In front of that (there shall be) a hall. That is called the hall of invitation.
2	10	25	5	(At a little distance) from the town to the south, (he shall cause to be built) an assembly-house with doors on the south and on the north sides, so that one can see what passes inside and outside.
2	10	25	6	In all (these three places) fires shall burn constantly.
2	10	25	7	And oblations must be offered in these fires daily, just as at the daily sacrifice of a householder.
2	10	25	8	In the hall he shall put up his guests, at least those who are learned in the Vedas.
2	10	25	9	Rooms, a couch, food and drink should be given to them according to their good qualities.
2	10	25	10	Let him not live better than his Gurus or ministers.
2	10	25	11	And in his realm no (Brâhmana) should suffer hunger, sickness, cold, or heat, be it through want, or intentionally.
2	10	25	12	In the midst of the assembly-house, (the superintendent of the house) shall raise a play-table and sprinkle it with water, turning his hand downwards, and place on it dice in even numbers, made of Vibhîtaka (wood), as many as are wanted.
2	10	25	13	Men of the first three castes, who are pure and truthful, may be allowed to play there.
2	10	25	14	Assaults of arms, dancing, singing, music, and the like (performances) shall be held only (in the houses) of the king's servants.
2	10	25	15	That king only takes care of the welfare of his subjects in whose dominions, be it in villages or forests, there is no danger from thieves.
2	10	26	1	A (king) who, without detriment to his servants, gives land and money to Brâhmanas according to their deserts gains endless worlds.
2	10	26	2	They say (that) a king, who is slain in attempting to recover the property of Brâhmanas, (performs) a sacrifice where his body takes the place of the sacrificial post, and at which an unlimited fee is given.
2	10	26	3	Hereby have been declared (the rewards of) other heroes, who fall fighting for a (worthy) cause.
2	10	26	4	He shall appoint men of the first three castes, who are pure and truthful, over villages and towns for the protection of the people.
2	10	26	5	Their servants shall possess the same qualities.
2	10	26	6	They must protect a town from thieves in every direction to the distance of one yogana.
2	10	26	7	(They must protect the country to the distance of) one krosa from each village.
2	10	26	8	They must be made to repay what is stolen within these (boundaries).
2	10	26	9	The (king) shall make them collect the lawful taxes (sulka).
2	10	26	10	A learned Brâhmana is free from taxes,
2	10	26	11	And the women of all castes,
2	10	26	12	And male children before the marks (of puberty appear),
2	10	26	13	And those who live (with a teacher) in order to study,
2	10	26	14	And those who perform austerities, being intent on fulfilling the sacred law,
2	10	26	15	And a Sûdra who lives by washing the feet,
2	10	26	16	Also blind, dumb, deaf, and diseased persons (as long as their infirmities last),
2	10	26	17	And those to whom the acquisition of property is forbidden (as Sannyâsins).
2	10	26	18	A young man who, decked with ornaments, enters unintentionally (a place where) a married woman or a (marriageable) damsel (sits), must be reprimanded.
2	10	26	19	But he does it intentionally with a bad purpose, he must be fined.
2	10	26	20	If he has actually committed adultery, his organ shall be cut off together with the testicles.
2	10	26	21	But (if he has had intercourse) with a (marriageable) girl, his property shall be confiscated and he shall be banished.
2	10	26	22	Afterwards the king must support (such women and damsels),
2	10	26	23	And protect them from defilement.
2	10	26	24	If they agree to undergo the (prescribed) penance, he shall make them over to their (lawful) guardians.
2	10	27	1	If (adulteresses) have performed (the prescribed penance), they are to be treated as before (their fault). For the connection (of husband and wife) takes place through the law.
2	10	27	2	(A husband) shall not make over his (wife), who occupies the position of a 'gentilis,' to others (than to his 'gentiles'), in order to cause children to be begot for himself.
2	10	27	3	For they declare, that a bride is given to the family (of her husband, and not to the husband alone).
2	10	27	4	That is (at present) forbidden on account of the weakness of (men's) senses.
2	10	27	5	The hand (of a gentilis is considered in law to be) that of a stranger, and so is (that of any other person except the husband).
2	10	27	6	If the (marriage vow) is transgressed, both (husband and wife) certainly go to hell.
2	10	27	7	The reward (in the next world) resulting from obeying the restrictions of the law is preferable to offspring obtained in this manner (by means of Niyoga).
2	10	27	8	A man of one of the first three castes (who commits adultery) with a woman of the Sûdra caste shall be banished.
2	10	27	9	A Sûdra (who commits adultery) with a woman of one of the first three castes shall suffer capital punishment.
2	10	27	10	And he shall emaciate a woman who has committed adultery with a (Sûdra, by making her undergo penances and fasts, in case she had no child).
2	10	27	11	They declare, that (a Brâhmana) who has once committed adultery with a married woman of equal class, she perform one-fourth of the penance prescribed for an outcast.
2	10	27	12	In like manner for every repetition (of the crime), one-fourth of the penance (must be added).
2	10	27	13	(If the offence be committed) for the fourth time, the whole (penance of twelve years must be performed).
2	10	27	14	The tongue of a Sûdra who speaks evil of a virtuous person, belonging to one of the first three castes, shall be cut out.
2	10	27	15	A Sûdra who assumes a position equal (to that of a member of one of the first three castes), in conversation, on the road, on a couch, in sitting (and on similar occasions), shall be flogged.
2	10	27	16	In case (a Sûdra) commits homicide or theft, appropriates land (or commits similar heinous crimes), his property shall be confiscated and he himself shall suffer capital punishment.
2	10	27	17	But if these (offences be committed) by a Brâhmana, he shall be made blind (by tying a cloth over his eyes).
2	10	27	18	He shall keep in secret confinement him who violates the rules (of his caste or order), or any other sinner, until (he promises) amendment.
2	10	27	19	If he does not amend, he shall be banished.
2	10	27	20	A spiritual teacher, an officiating priest, a [paragraph continues] Snâtaka, and a prince shall be able to protect (a criminal from punishment by their intercession), except in case of a capital offence.
2	11	28	1	If a person who has taken (a lease of) land (for cultivation) does not exert himself, and hence (the land) bears no crop, he shall, if he is rich, be made to pay (to the owner of the land the value of the crop) that ought to have grown.
2	11	28	2	A servant in tillage who abandons his work shall be flogged.
2	11	28	3	The same (punishment shall be awarded) to a herdsman (who leaves his work);
2	11	28	4	And the flock (entrusted) to him shall be taken away (and be given to some other herdsman).
2	11	28	5	If cattle, leaving their stable, eat (the crops of other persons, then the owner of the crops, or the king's servants), may make them lean (by impounding them); (but) he shall not exceed (in such punishment).
2	11	28	6	If (a herdsman) who has taken cattle under his care, allows them to perish, or loses (them by theft, through his negligence), he shall replace them (or pay their value) to the owners.
2	11	28	7	If (the king's forester) sees cattle that have been sent into the forest through negligence (without a herdsman), he shall lead them back to the village and make them over to the owners.
2	11	28	8	If the same negligence (occur) again, he shall once impound them (and afterwards give them back).
2	11	28	9	(If the same fault be committed again) after that (second time), he shall not take care (of them).
2	11	28	10	He who has taken unintentionally the property of another shall be reprimanded, in case (the property be) fuel, water, roots, flowers, fruits, perfumes, fodder, or vegetables.
2	11	28	11	(If he takes the above-mentioned kinds of property) intentionally, his garment shall be taken away.
2	11	28	12	He who takes intentionally food when he is in danger of his life shall not be punished.
2	11	28	13	If the king does not punish a punishable offence, the guilt falls upon him.
2	11	29	1	He who instigates to, he who assists in, and he who commits (an act, these three) share its rewards in heaven and its punishments in hell.
2	11	29	2	He amongst these who contributes most to the accomplishment (of the act obtains) a greater share of the result.
2	11	29	3	Both the wife and the husband have power over (their) common property.
2	11	29	4	By their permission, others also may act for their good (in this and the next world, even by spending money).
2	11	29	5	Men of learning and pure descent, who are aged, clever in reasoning, and careful in fulfilling the duties (of their caste and order, shall be the judges) in lawsuits.
2	11	29	6	In doubtful cases (they shall give their decision) after having ascertained (the truth) by inference, ordeals, and the like (means).
2	11	29	7	A person who is possessed of good qualities (may be called as a witness, and) shall answer the questions put to him according to the truth on an auspicious day, in the morning, before a kindled fire, standing near (a jar full of) water, in the presence of the king, and with the consent of all (of both parties and of the assessors), after having been exhorted (by the judge) to be fair to both sides.
2	11	29	8	If (he is found out speaking) an untruth, the king shall punish him.
2	11	29	9	Besides, in that case, after death, hell (will be his punishment).
2	11	29	10	If he speaks the truth, (his reward will be) heaven and the approbation of all created beings.
2	11	29	11	The knowledge which Sûdras and women possess is the completion (of all study).
2	11	29	12	They declare, that (this knowledge) is a supplement of the Atharva-Veda.
2	11	29	13	It is difficult to learn the sacred law from (the letter of) the Vedas (only); but by following the indications it is easily accomplished.
2	11	29	14	The indications for these (doubtful cases are), 'He shall regulate his course of action according to the conduct which is unanimously recognised in all countries by men of the three twice-born castes, who have been properly obedient (to their teachers), who are aged, of subdued senses, neither given to avarice, nor hypocrites. Acting thus he will gain both worlds.'
2	11	29	15	Some declare, that the remaining duties (which have not been taught here) must be learnt from women and men of all castes.
