Adhyaya	Brahmana	Text_no	Hymn
6	2	7	He said: 'You know well that I have plenty of gold, plenty of cows, horses, slaves, attendants, and apparel; do not heap on me  what I have already in plenty, in abundance, and superabundance.'The king said: 'Gautama, do you wish (for instruction from me) in the proper way?'Gautama replied: 'I come to you as a pupil.'In word only have former sages (though Brahmans) come as pupils (to people of lower rank), but Gautama actually dwelt as a pupil (of Pravâhana, who was a Râganya) in order to obtain the fame of having respectfully served his master .
6	2	8	The king said: 'Do not be offended with us, neither you nor your forefathers, because this knowledge has before now never dwelt with any Brâhmana . But I shall tell it to you, for who could refuse you when you speak thus?
6	2	9	'The altar (fire), O Gautama, is that world (heaven) ; the fuel is the sun itself, the smoke his rays, the light the day, the coals the quarters, the sparks the intermediate quarters. On that altar the Devas offer the sraddhâ libation (consisting of water ). From that oblation rises Soma, the king (the moon).
6	2	10	'The altar, O Gautama, is Parganya (the god of rain); the fuel is the year itself, the smoke the clouds, the light the lightning, the coals the thunderbolt, the sparks the thunderings. On that altar the Devas offer Soma, the king (the moon). From that oblation rises rain.
6	2	11	'The altar, O Gautama, is this world ; the fuel is the earth itself, the smoke the fire, the light the night, the coals the moon, the sparks the stars. On that altar the Devas offer rain. From that oblation rises food.
6	2	12	'The altar, O Gautama, is man; the fuel the opened mouth, the smoke the breath, the light the tongue, the coals the eye, the sparks the ear. On that altar the Devas offer food. From that oblation rises seed.
6	2	13	'The altar, O Gautama, is woman . On that altar the Devas offer seed. From that oblation rises man. He lives so long as he lives, and then when he dies,
6	2	14	'They take him to the fire (the funeral pile), and then the altar-fire is indeed fire, the fuel fuel, the smoke smoke, the light light, the coals coals, the sparks sparks. In that very altar-fire the Devas offer man, and from that oblation man rises, brilliant in colour.
6	2	15	'Those who thus know this (even Grihasthas), and those who in the forest worship faith and the True  (Brahman Hiranyagarbha), go to light (arkis), from light to day, from day to the increasing half, from the increasing half to the six months when the sun goes to the north, from those six months to the world of the Devas (Devaloka), from the world of the Devas to the sun, from the sun to the place of lightning. When they have thus reached the place of lightning a spirit  comes near them, and leads them to the worlds of the (conditioned) Brahman. In these worlds of Brahman they dwell exalted for ages. There is no returning for them.
6	2	16	'But they who conquer the worlds (future states) by means of sacrifice, charity, and austerity, go to smoke, from smoke to night, from night to the decreasing half of the moon, from the decreasing half of the moon to the six months when the sun goes to the south, from these months to the world of the fathers, from the world of the fathers to the moon. Having reached the moon, they become food, and then the Devas feed on them there, as sacrificers feed on Soma, as it increases and decreases . But when this (the result of their good works on earth) ceases, they return again to that ether, from ether to the air, from the air to rain, from rain to the earth. And when they have reached the earth, they become food, they are offered again in the altar-fire, which is man (see § 11), and thence are born in the fire of woman. Thus they rise up towards the worlds, and go the same round as before.'Those, however, who know neither of these two paths, become worms, birds,, and creeping things.'
6	3	1	If a man wishes to reach greatness (wealth for performing sacrifices), he performs the upasad rule during twelve days  (i. e. he lives on small quantities of milk), beginning on an auspicious day of the light half of the moon during the northern progress of the sun, collecting at the same time in a cup or a dishmade of Udumbara wood all sorts of herbs, including fruits. He sweeps the floor (near the house-altar, âvasathya), sprinkles it, lays the fire, spreads grass round it according to rule , prepares the clarified butter (âgya), and on a day, presided over by a male star (nakshatra), after having properly mixed the Mantha  (the herbs, fruits, milk, honey, &c.), he sacrifices (he pours âgya into the fire), saying : 'O Gâtavedas, whatever adverse gods there are in thee, who defeat the desires of men, to them I offer this portion; may they, being pleased, please me with all desires.' Svâhâ!'That cross deity who lies down , thinking that all things are kept asunder by her, I worship thee as propitious with this stream of ghee.' Svâhâ!
6	3	2	He then says, Svâhâ to the First, Svâhâ to the Best, pours ghee into the fire, and throws what remains into the Mantha (mortar).He then says, Svâhâ to Breath, Svâhâ to her who is the richest, pours ghee into the fire, and throws what remains into the Mantha (mortar).He then says, Svâhâ to Speech, Svâhâ to the Support, pours ghee into the fire, and throws what remains into the Mantha (mortar).He then says, Svâhâ to the Eye, Svâhâ to Success, pours ghee into the fire, and throws what remains into the Mantha (mortar).He then says, Svâhâ to the Ear, Svâhâ to the[paragraph continues] Home, pours ghee into the fire, and throws what remains into the Mantha (mortar).He then says, Svâhâ to the Mind, Svâhâ to Offspring, pours ghee into the fire, and throws what remains into the Mantha (mortar).He then says, Svâhâ to Seed, pours ghee into the fire, and throws what remains into the Mantha (mortar).
6	3	3	He then says, Svâhâ to Agni (fire), pours ghee into the fire, and throws what remains into the Mantha (mortar).He then says, Svâhâ to Soma, pours ghee into the fire, and throws what remains into the Mantha (mortar).He then says, Bhûh (earth), Svâhâ, pours ghee into the fire, and throws what remains into the Mantha (mortar).He then says, Bhuvah (sky), Svâhâ, pours ghee into the fire, and throws what remains into the Mantha (mortar).He then says, Svah (heaven), Svâhâ, pours ghee into the fire, and throws what remains into the Mantha (mortar).He then says, Bhûr, Bhuvah, Svah, Svâhâ, pours ghee into the fire, and throws what remains into the Mantha (mortar).He then says, Svâhâ to Brahman (the priesthood), pours ghee into the fire, and throws what remains into the Mantha (mortar).He then says, Svâhâ to Kshatra (the knighthood), pours ghee into the fire, and throws what remains into the Mantha (mortar).He then says, Svâhâ to the Past, pours ghee into the fire, and throws what remains into the Mantha (mortar).He then says, Svâhâ to the Future, pours ghee into the fire, and throws what remains into the Mantha (mortar).He then says, Svâhâ to the Universe, pours ghee into the fire, and throws what remains into the Mantha (mortar).He then says, Svâhâ to all things, pours ghee into the fire, and throws what remains into the Mantha (mortar).He then says, Svâhâ to Pragâpati, pours ghee into the fire, and throws what remains into the Mantha (mortar).
6	3	4	Then he touches it (the Mantha, which is dedicated to Prâna, breath), saying: 'Thou art fleet (as breath). Thou art burning (as fire). Thou art full (as Brahman). Thou art firm (as the sky). Thou art the abode of all (as the earth). Thou hast been saluted with Hiṅ (at the beginning of the sacrifice by the prastotri). Thou art saluted with Hiṅ (in the middle of the sacrifice by the prastotri). Thou hast been sung (by the udgâtri at the beginning of the sacrifice). Thou art sung (by the udgâtri in the middle of the sacrifice). Thou hast been celebrated (by the adhvaryu at the beginning of the sacrifice). Thou art celebrated again (by the âgnîdhra in the middle of the sacrifice). Thou art bright in the wet (cloud). Thou art great. Thou art powerful. Thou art food (as Soma). Thou art light (as Agni, fire, the eater). Thou art the end. Thou art the absorption (of all things).'
6	3	5	Then he holds it (the Mantha) forth, saying'Thou  knowest all, we know thy greatness. He isindeed a king, a ruler, the highest lord. May that king, that ruler make me the highest lord.'
6	3	6	Then he eats it, saying: 'Tat savitur varenyam  (We meditate on that adorable light)--The winds drop honey for the righteous, the rivers drop honey, may our plants be sweet as honey! Bhûh (earth) Svâhâ!'Bhargo devasya dhîmahi (of the divine Savitri)--May the night be honey in the morning, may the air above the earth, may heaven, our father, be honey! Bhuvah (sky) Svâhâ!''Dhiyo yo nah prokodayât (who should rouse our thoughts)--May the tree be full of honey, may the sun be full of honey, may our cows be sweet like honey! Svah (heaven) Svâhâ!'He repeats the whole Sâvitrî verse, and all the verses about the honey, thinking, May I be all this! Bhûr, Bhuvah, Svah, Svâhâ! Having thus swallowed all, he washes his hands, and sits down behind the altar, turning his head to the East. In the morning he worships Âditya (the sun), with the hymn, 'Thou art the best lotus of the four quarters, may I become the best lotus among men.' Then returning as he came, he sits down behind the altar and recites the genealogical list .
6	3	7	Uddâlaka Âruni told this (Mantha-doctrine) to his pupil Vâgasaneya Yâgñavalkya, and said: 'If a man were to pour it on a dry stick, branches would grow, and leaves spring forth.'
6	3	8	Vâgasaneya Yâgñavalkya told the same to his pupil Madhuka Paiṅgya, and said: 'If a man were to pour it on a dry stick, branches would grow, and leaves spring forth.'
6	3	9	Madhuka Paiṅgya told the same to his pupil Kûla Bhâgavitti, and said: 'If a man were to pour it on a dry stick, branches would grow, and leaves spring forth.'
6	3	10	Kûla Bhâgavitti told the same to his pupil Gânaki Âyasthûna, and said: 'If a man were to pour it on a dry stick, branches would grow, and leaves spring forth.'
6	3	11	Gânaki Âyasthûna told the same to his pupil Satyakâma Gâbâla, and said: 'If a man were to pour it on a dry stick, branches would grow, and leaves spring forth.'
6	3	12	Satyakâma Gâbâla told the same to his pupils, and said: 'If a man were to pour it on a dry stick, branches would grow, and leaves spring forth.'Let no one tell this  to any one, except to a son or to a pupil .
6	3	13	Four things are made of the wood of the Udumbara tree, the sacrificial ladle (sruva), the cup (kamasa), the fuel, and the two churning sticks.There are ten kinds of village (cultivated) seeds, viz. rice and barley (brîhiyavâs), sesamum and kidney-beans (tilamâshâs), millet and panic seed (anupriyaṅgavas), wheat (godhûmâs), lentils (masûrâs), pulse (khalvâs), and vetches (khalakulâs ) . After havingground these he sprinkles them with curds (dadhi), honey, and ghee, and then offers (the proper portions) of clarified butter  (âgya).
6	4	1	The earth is the essence of all these things, water is the essence of the earth, plants of water, flowers of plants, fruits of flowers, man of fruits, seed of man.
6	4	2	And Pragâpati thought, let me make an abode for him, and he created a woman (Satarûpâ).Tâm  srishtvâdha upâsta, tasmât striyam adha upâsîta. Sa etam prâñkam grâvânam âtmana eva samudapârayat, tenainâm abhyasrigat.
6	4	3	Tasyâ vedir upastho, lomâni barhis, karmâdhishavane, samiddho  madhyatas, tau mushkau. Sa yâvân ha vai vâgapeyena yagamânasya loko bhavati tâvân asya loko bhavati ya evam vidvân adhopahâsam karaty a sa  strînam sukritam vriṅkte 'tha ya idam avidvân adhopahâsam karaty âsya striyah sukritam vriñgate.
6	4	4	Etad dha sma vai tadvidvân Uddâlaka Ârunir âhaitad dha sma vai tadvidvân Nâko Maudgalya âhaitad dha sma vai tadvidvân Kumârahârita âha, bahavo maryâ brâhmanâyanâ  nirindriyâ visukrito'smâl lokât prayanti  ya idam avidvâmso 'dhopahâsam karantîti. Bahu vâ  idam suptasya va gâgrato vâ retah skandati,
6	4	5	Tad abhimrised anu vâ mantrayeta yan me 'dya retah prithivîm askântsîd yad oshadhîr apy asarad yad apah, idam aham tad reta âdade punar mâm aitv indriyam punas tegah punar bhagah, punar agnayo  dhishnyâ yathâsthânam kalpantâm, ity anâmikâṅgushthâbhyâm âdâyântarena stanau vâ bhruvau vâ nimriñgyât .
6	4	6	If a man see himself in the water , he shouldrecite the following verse: 'May there be in me splendour, strength, glory, wealth, virtue.'She is the best of women whose garments are pure . Therefore let him approach a woman whose garments are pure, and whose fame is pure, and address her.
6	4	7	If she do not give in , let him, as he likes, bribe her (with presents). And if she then do not give in, let him, as he likes, beat her with a stick or with his hand, and overcome her , saying: 'With manly strength and glory I take away thy glory,'--and thus she becomes unglorious .
6	4	8	If she give in, he says: 'With manly strength and glory I give thee glory,'--and thus they both become glorious.
6	4	9	Sa yâm ikkhet kâmayeta meti tasyâm artham nishtâya  mukhena mukham sandhâyopastham asyâ abhimrisya gaped aṅgâdaṅgât sambhavasi hridayâd adhi gâyase, sa tvam aṅgakashâyo  'si digdhaviddhâm  iva mâdayemâm amûm mayîti .
6	4	10	Atha yâm ikkhen na garbham dadhîteti  tasyâm artham nishtâya mukhena mukham sandhâyâbhiprânyâpânyâd indriyena te retasâ reta âdada ity aretâ  eva bhavati.
6	4	11	Atha yâm ikkhed garbham dadhîteti tasyâm artham nishtâya mukhena mukham sandhâyâpânyâbhiprânyâd indriyena te retâsa reta âdadhâmîti garbhiny eva bhavati.
6	4	12	Now again, if a man's wife has a lover and the husband hates him, let him (according to rule)  place fire by an unbaked jar, spread a layer of arrows in inverse order , anoint these three arrow-heads  with butter in inverse order, and sacrifice, saying: 'Thou hast sacrificed in my fire, I take away thy up and down breathing, I here .''Thou hast sacrificed in my fire, I take away thy sons and cattle, I here.''Thou hast sacrificed in my fire, I take away thy sacred and thy good works, I here.''Thou hast sacrificed in my fire, I take away thy hope and expectation, I here.'He whom a Brâhmana who knows this curses, departs from this world without strength and without good works. Therefore let no one wish even for sport with the wife of a Srotriya  who knows this, for he who knows this, is a dangerous enemy.
6	4	13	When the monthly illness seizes his wife, sheshould for three days not drink from a metal vessel, and wear a fresh dress. Let no Vrishala or Vrishalî (a Sûdra man or woman) touch her. At the end of the three days, when she has bathed, the husband should make her pound rice .
6	4	14	And if a man wishes that a white son should be born to him, and that he should know one Veda, and live to his full age, then, after having prepared boiled rice with milk and butter, they should both eat, being fit to have offspring.
6	4	15	And if a man wishes that a reddish  son with tawny eyes should be born to him, and that he should know two Vedas, and live to his full age, then, after having prepared boiled rice with coagulated milk and butter, they should both eat, being fit to have offspring.
6	4	16	And if a man wishes that a dark son should be born to him with red eyes, and that he should know three Vedas, and live to his full age, then, after having prepared boiled rice with water and butter, they should both eat, being fit to have offspring.
6	4	17	And if a man wishes that a learned daughter should be born to him, and that she should live to her full age, then, after having prepared boiled rice with sesamum and butter, they should both eat, being fit to have offspring.
6	4	18	And if a man wishes that a learned son should be born to him, famous, a public man, a popular speaker, that he should know all the Vedas, and thathe should live to his full age, then, after having prepared boiled rice with meat and butter, they should both eat, being fit to have offspring. The meat should be of a young or of an old bull.
6	4	19	And then toward morning, after having, according to the rule of the Sthâlîpâka (pot-boiling), performed the preparation of the Âgya (clarified butter ), he sacrifices from the Sthâlîpâka bit by bit, saying: 'This is for Agni, Svâhâ! This is for Anumati, Svâhâ! This is for the divine Savitri, the true creator, Svâhâ!' Having sacrificed, he takes out the rest of the rice and eats it, and after having eaten, he gives it to his wife. Then he washes his hands, fills a water-jar, and sprinkles her thrice with it, saying: 'Rise hence, O Visvâvasu , seek another blooming girl, a wife with her husband.'
6	4	20	Then he embraces her, and says: 'I am Ama (breath), thou art Sâ (speech) . Thou art Sâ (speech), I am Ama (breath). I am the Sâman, thou art the Rik . I am the sky, thou art the earth. Come, let us strive together, that a male child may be begotten .'
6	4	21	Athâsyâ ûrû vihâpayati, vigihîthâm dyâvâprithivî iti tasyâm artham nishtâya mukhena mukham sandhâya trir enâm anulomâm  anumârshti, Vishnur yonim kalpayatu, Tvashtâ rûpâni pimsatu, âsiñkatu Pragâpatir Dhâtâ garbham dadhatu te. Garbham dhehi Sinîvâli, garbham dhehi prithushtuke, garbham te Asvinau devâv âdhattâm pushkarasragau.
6	4	22	Hiranmayî aranî yâbhyâm nirmanthatâm  asvinau , tam te garbham havâmahe  dasame mâsi sûtave. Yathâgnigarbhâ prithivî, yathâ dyaur indrena garbhinî, vâyur disâm yathâ garbha evam garbham dadhâmî te 'sav iti .
6	4	23	Soshyantîm  adbhir abhyukshati. Yathâ vâyuh  pushkarinîm samiñgayati sarvatah, evâ te garbha egatu sahâvaitu garâyunâ. Indrasyâyam vragah kritah sârgalah  saparisrayah , tam indra nirgahi garbhena sâvarâm  saheti.24 . When the child is born, he prepares the fire, places the child on his lap, and having poured prishadâgya, i.e. dadhi (thick milk) mixed with ghrita (clarified butter) into a metal jug, he sacrifices bit by bit of that prishadâgya, saying: 'May I, as I increase in this my house, nourish a thousand! May fortune never fail in his race, with offspring and cattle, Svâhâ!''I offer to thee. in my mind the vital breaths which are in me, Svâhâ!''Whatever  in my work I have done too much, or whatever I have here done too little, may the wise Agni Svishtakrit make this right and proper for us, Svâhâ!'
6	4	24	Then putting his mouth near the child's right ear, he says thrice, Speech, speech ! Afterthat he pours together thick milk, honey, and clarified butter, and feeds the child with (a ladle of) pure gold , saying: 'I give thee Bhûh, I give thee Bhuvah, I give thee Svah . Bhûr, Bhuvah, Svah, I give thee all .'26 . Then he gives him his name, saying: 'Thou art Veda;' but this is his secret name .
6	4	25	Then he hands the boy to his mother and gives him her breast, saying: 'O Sarasvatî, that breast of thine which is inexhaustible, delightful, abundant, wealthy, generous, by which thou cherishest all blessings, make that to flow here .'28 . Then he addresses the mother of the boy:'Thou art Ilâ Maitrâvarunî: thou strong woman hast born a strong boy. Be thou blessed with strong children thou who hast blessed me with a strong child.'And they say of such a boy: 'Ah, thou art better than thy father; ah, thou art better than thy grandfather. Truly he has reached the highest point in happiness, praise, and Vedic glory who is born as the son of a Brâhmana that knows this.'
6	5	1	Now follows the stem :
6	5	2	Pautimâshîputra from Kâtyâyanîputra,
6	5	3	Kâtyâyanîputra from Gotamîputra,
6	5	4	Gotamîputra from Bhâradvâgîputra,
6	5	5	Bhâradvâgîputra from Pârâsarîputra,
6	5	6	Pârâsarîputra from Aupasvatîputra,
6	5	7	Aupasvatîputra from Pârâsarîputra,
6	5	8	Pârâsarîputra from Kâtyâyanîputra,
6	5	9	Kâtyâyanîputra from Kausikîputra,
6	5	10	Kausikîputra from Âlambîputra and Vaiyâghrapadîputra,
6	5	11	Âlambîputra and Vaiyâghrapadîputra from Kânvîputra,
6	5	12	Kânvîputra from Kâpîputra,
6	5	13	Kâpîputra2. from Âtreyîputra,
6	5	14	Âtreyîputra from Gautamîputra,
6	5	15	Gautamîputra from Bhâradvâgîputra,
6	5	16	Bhâradvâgîputra from Pârasarîputra,
6	5	17	Pârasarîputra from Vâtsîputra,
6	5	18	Vâtsîputra from Pârasarîputra, 18 . Pârasarîputra from Vârkârunîputra,
6	5	19	Vârkârunîputra from Vârkârunîputra,
6	5	20	Vârkârunîputra from Ârtabhagîputra,
6	5	21	Ârtabhagîputra from Sauṅgîputra,
6	5	22	Sauṅgîputra from Sâṅkritîputra, 23 . Sâṅkritîputra from Âlambâyanîputra,
6	5	23	Âlambâyanîputra from Âlambîputra,
6	5	24	Âlambîputra from Gayantîputra,
6	5	25	Gayantîputra from Mândûkâyanîputra,
6	5	26	Mândûkâyanîputra from Mândûkîputra,
6	5	27	Mândûkîputra from Sândilîputra,
6	5	28	Sândilîputra from Râthîtarîputra, 30 . Râthîtarîputra from Bhâlukîputra,
6	5	29	Bhâlukîputra from Krauñkikîputrau,
6	5	30	Krauñkikîputrau from Vaittabhatîputra ,
6	5	31	Vaittabhatîputra from Kârsakeyîputra ,
6	5	32	Kârsakeyîputra from Prâkînayogîputra,
6	5	33	Prâkînayogîputra from Sâñgîvîputra ,
6	5	34	Sâñgîvîputra from Prâsñîputra Âsurivâsin,
6	5	35	Prâsñîputra Âsurivâsin from Âsurâyana,
6	5	36	Âsurâyana from Âsuri,
6	5	37	Âsuri3. from Yâgñavalkya,
6	5	38	Yâgñavalkya from Uddâlaka,
6	5	39	Uddâlaka from Aruna,
6	5	40	Aruna from Upavesi,
6	5	41	Upavesi from Kusri,
6	5	42	Kusri from Vâgasravas,
6	5	43	Vâgasravas from Gihvâvat Vâdhyoga,
6	5	44	Gihvâvat Vâdhyoga from Asita Vârshagana,
6	5	45	Asita Vârshagana from Harita Kasyapa,
6	5	46	Harita Kasyapa from Silpa Kasyapa,
6	5	47	Silpa Kasyapa from Kasyapa Naidhruvi,
6	5	48	Kasyapa Naidhruvi from Vâk,
6	5	49	Vâk from Ambhinî,
6	5	50	Ambhinî from Âditya, the Sun.As coming from Âditya, the Sun, these pure  Yagus verses have been proclaimed by Yâgñavalkya Vâgasaneya.4 . The same as far as Sâñgîvîputra (No. 36), then36. Sâñgîvîputra from Mândûkâyani,
6	5	51	Mândûkâyani from Mândavya,
6	5	52	Mândavya from Kautsa,
6	5	53	Kautsa from Mâhitthi,
6	5	54	Mâhitthi from Vâmakakshâyana,
6	5	55	Vâmakakshâyana from Sândilya,
6	5	56	Sândilya from Vâtsya,
6	5	57	Vâtsya from Kusri,
6	5	58	Kusri from Yagñavakas Râgastambâyana,
6	5	59	Yagñavakas Râgastambâyana from Tura Kâvasheya,
6	5	60	Tura Kâvasheya from Pragâpati,
6	5	61	Pragâpati from Brahman,
6	5	62	Brahman is Svayambhu, self-existent.Adoration to Brahman!
