Part	+Book	Chapter	Decade	Text	Hymn
FIRST PART	BOOK III	CHAPTER I	DECADE V Indra	3	To you will I sing Indra's praise who gives good gifts as well we know; 
FIRST PART	BOOK III	CHAPTER I	DECADE V Indra	4	As cows low to their calves in stalls, so with our songs we glorify 
FIRST PART	BOOK III	CHAPTER I	DECADE V Indra	5	Loud singing at the sacred rite where Soma flows we priests invoke 
FIRST PART	BOOK III	CHAPTER I	DECADE V Indra	6	With Plenty for his true ally the active man will gain the spoil. 
FIRST PART	BOOK III	CHAPTER I	DECADE V Indra	7	Drink, Indra, of the savoury juice, and cheer thee with our milky draught! 
FIRST PART	BOOK III	CHAPTER I	DECADE V Indra	8	For thou--come to the worshipper!--wilt find great wealth to make us rich. 
FIRST PART	BOOK III	CHAPTER I	DECADE V Indra	9	Vasishtha will not overlook the lowliest one among you all 
FIRST PART	BOOK III	CHAPTER I	DECADE V Indra	10	Glorify naught besides, O friends; so shall no sorrow trouble you! 
FIRST PART	BOOK III	CHAPTER II	DECADE I Indra	1	No one by deed attains to him who works and strengthens evermore: 
FIRST PART	BOOK III	CHAPTER II	DECADE I Indra	3	A thousand and a hundred steeds are harnessed to thy golden car: 
FIRST PART	BOOK III	CHAPTER II	DECADE I Indra	4	Come hither, Indra, with bay steeds, joyous, with tails like peacock's plumes! 
FIRST PART	BOOK III	CHAPTER II	DECADE I Indra	5	Thou as a God, O mightiest, verily blessest mortal man. 
FIRST PART	BOOK III	CHAPTER II	DECADE I Indra	6	O Indra, thou art far-renowned, impetuous Lord of power and might. 
FIRST PART	BOOK III	CHAPTER II	DECADE I Indra	7	Indra for worship of the Gods, Indra while sacrifice proceeds, 
FIRST PART	BOOK III	CHAPTER II	DECADE I Indra	8	May these my songs of praise exalt thee, Lord, who hast abundant wealth! 
FIRST PART	BOOK III	CHAPTER II	DECADE I Indra	9	These songs of ours exceeding sweet, these hymns of praise ascend to thee, 
FIRST PART	BOOK III	CHAPTER II	DECADE I Indra	10	Even as the wild-bull, when he thirsts, goes to the desert's watery pool, 
FIRST PART	BOOK III	CHAPTER II	DECADE II Indra and others	1	Indra, with all thy saving helps assist us, Lord of power and might! 
FIRST PART	BOOK III	CHAPTER II	DECADE II Indra and others	2	O Indra, Lord of light, what joys thou broughtest from the Asuras, 
FIRST PART	BOOK III	CHAPTER II	DECADE II Indra and others	3	To Aryaman and Mitra sing a reverent song, O pious one, 
FIRST PART	BOOK III	CHAPTER II	DECADE II Indra and others	4	Men with their lauds are urging thee, Indra, to drink the Soma first. 
FIRST PART	BOOK III	CHAPTER II	DECADE II Indra and others	5	Sing to your lofty Indra, sing, Maruts, a holy hymn of praise 
FIRST PART	BOOK III	CHAPTER II	DECADE II Indra and others	6	To Indra sing the lofty hymn, Maruts! that slays the Vritras best, 
FIRST PART	BOOK III	CHAPTER II	DECADE II Indra and others	7	O Indra, give us wisdom as a sire gives wisdom to his sons 
FIRST PART	BOOK III	CHAPTER II	DECADE II Indra and others	8	O Indra, turn us not away: be present with us at our feast 
FIRST PART	BOOK III	CHAPTER II	DECADE II Indra and others	9	We compass these like waters, we whose grass is trimmed and Soma pressed. 
FIRST PART	BOOK III	CHAPTER II	DECADE II Indra and others	10	All strength and valour that is found, Indra, in tribes of Nahushas, 
FIRST PART	BOOK III	CHAPTER II	DECADE III Indra	1	Yea, verily thou art a Bull, our guardian, rushing like a bull: 
FIRST PART	BOOK III	CHAPTER II	DECADE III Indra	2	Whether, O Sakra, thou be far, or, Vritra-slayer, near at hand, 
FIRST PART	BOOK III	CHAPTER II	DECADE III Indra	3	In the wild raptures of the juice sing to your hero with high laud, to him the wise, 
FIRST PART	BOOK III	CHAPTER II	DECADE III Indra	4	O Indra, give us for our weal a triple refuge, triply strong! 
FIRST PART	BOOK III	CHAPTER II	DECADE III Indra	5	Turning, as 'twere, to meet the Sun enjoy from Indra all good things! 
FIRST PART	BOOK III	CHAPTER II	DECADE III Indra	6	The godless mortal gaineth not this food, O thou whose life is long! 
FIRST PART	BOOK III	CHAPTER II	DECADE III Indra	7	Draw near unto our Indra who must be invoked in every fight! 
FIRST PART	BOOK III	CHAPTER II	DECADE III Indra	8	Thine, Indra, is the lowest wealth, thou cherishest the midmost wealth, 
FIRST PART	BOOK III	CHAPTER II	DECADE III Indra	9	Where art thou? Whither art thou gone? For many a place attracts thy mind. 
FIRST PART	BOOK III	CHAPTER II	DECADE III Indra	10	Here, verily, yesterday we let the thunder-wielder drink his fill. 
FIRST PART	BOOK III	CHAPTER II	DECADE IV Indra	1	He who as sovran Lord of men moves with his chariots unrestrained, 
FIRST PART	BOOK III	CHAPTER II	DECADE IV Indra	2	Indra, give us security from that whereof we are afraid 
FIRST PART	BOOK III	CHAPTER II	DECADE IV Indra	3	Strong pillar thou, Lord of the home! armour of Soma-offerers! 
FIRST PART	BOOK III	CHAPTER II	DECADE IV Indra	4	Verily, Surya, thou art great; truly, Aditya, thou art great! 
FIRST PART	BOOK III	CHAPTER II	DECADE IV Indra	5	Indra! thy friend, when fair of form and rich in chariots, steeds, and kine, 
FIRST PART	BOOK III	CHAPTER II	DECADE IV Indra	6	O Indra, if a hundred heavens and if a hundred earths were thine,-- 
FIRST PART	BOOK III	CHAPTER II	DECADE IV Indra	7	Though, Indra, thou art called by men eastward and west ward, north and south, 
FIRST PART	BOOK III	CHAPTER II	DECADE IV Indra	8	Indra whose wealth is in thyself, what mortal will attack this man? 
FIRST PART	BOOK III	CHAPTER II	DECADE IV Indra	9	First, Indra! Agni! hath this Maid come footless unto those with feet. 
FIRST PART	BOOK III	CHAPTER II	DECADE IV Indra	10	Come, Indra, very near to us with aids of firmly-based resolve 
FIRST PART	BOOK III	CHAPTER II	DECADE V Indra.	1	Call to your aid the eternal one who shoots and none may shoot at him, 
FIRST PART	BOOK III	CHAPTER II	DECADE V Indra.	2	Let none, no, not thy worshippers, delay thee far away from us 
FIRST PART	BOOK III	CHAPTER II	DECADE V Indra.	3	For Indra Soma-drinker, armed with thunder, press the Soma juice; 
FIRST PART	BOOK III	CHAPTER II	DECADE V Indra.	4	We call upon that Indra who, most active, ever slays the foe 
FIRST PART	BOOK III	CHAPTER II	DECADE V Indra.	5	Ye rich in strength, through your great power vouchsafe us blessings day and night! 
FIRST PART	BOOK III	CHAPTER II	DECADE V Indra.	6	Whenever mortal worshipper will sing a bounteous giver's praise, 
FIRST PART	BOOK III	CHAPTER II	DECADE V Indra.	7	Drink milk to Indra in the joy of Soma juice, Medhyatithi! 
FIRST PART	BOOK III	CHAPTER II	DECADE V Indra.	8	Both boons,-may Indra, hitherward turned listen to this prayer of ours, 
FIRST PART	BOOK III	CHAPTER II	DECADE V Indra.	9	Not for an ample price dost thou, Stone-caster! give thyself away, 
FIRST PART	BOOK III	CHAPTER II	DECADE V Indra.	10	O Indra, thou art more to me than sire or niggard brother is. 
FIRST PART	BOOK IV	CHAPTER I	DECADE I Indra and others	1	These Soma juice mixt with curd have been expressed for Indra here: 
FIRST PART	BOOK IV	CHAPTER I	DECADE I Indra and others	2	Indra, these Somas with their lauds have been prepared for thy delight. 
FIRST PART	BOOK IV	CHAPTER I	DECADE I Indra and others	3	I call on thee, Sabardugha, this day, inspirer of the psalm. 
FIRST PART	BOOK IV	CHAPTER I	DECADE I Indra and others	4	Indra, the strong and lofty hills are powerless to bar thy way 
FIRST PART	BOOK IV	CHAPTER I	DECADE I Indra and others	5	Who knows what vital power he wins, drinking beside the flowing juice? 
FIRST PART	BOOK IV	CHAPTER I	DECADE I Indra and others	6	What time thou castest from his seat and punishest the riteless man, 
FIRST PART	BOOK IV	CHAPTER I	DECADE I Indra and others	7	Let Tvashtar, Brahmanaspati, Parjanya guard our heavenly word, 
FIRST PART	BOOK IV	CHAPTER I	DECADE I Indra and others	8	Ne'er art thou fruitless, Indra, ne'er dost thou desert the worshipper: 
FIRST PART	BOOK IV	CHAPTER I	DECADE I Indra and others	9	Best slayer of the Vritras, yoke thy bay steeds, Indra, far away 
FIRST PART	BOOK IV	CHAPTER I	DECADE I Indra and others	10	O Thunderer, zealous worshippers gave thee drink this time yesterday: 
FIRST PART	BOOK IV	CHAPTER I	DECADE II	1	Advancing, sending forth her rays, the daughter of the Sky is seen. 
FIRST PART	BOOK IV	CHAPTER I	DECADE II	2	These morning sacrifices call you, Asvins, at the break of day. 
FIRST PART	BOOK IV	CHAPTER I	DECADE II	3	Where are ye, Gods? What mortal man, O Asvins, glows with zeal for you, 
FIRST PART	BOOK IV	CHAPTER I	DECADE II	4	This sweetest Soma juice hath been expressed for you at morning rites. 
FIRST PART	BOOK IV	CHAPTER I	DECADE II	5	Let me not, still beseeching thee with might and sound of Soma drops, 
FIRST PART	BOOK IV	CHAPTER I	DECADE II	6	Adhvaryu, let the Soma flow, for Indra longs to drink thereof. 
FIRST PART	BOOK IV	CHAPTER I	DECADE II	7	Bring thou all this unto the good, O Indra, to the old and young! 
FIRST PART	BOOK IV	CHAPTER I	DECADE II	8	If I, O Indra, were the lord of riches ample as thine own, 
FIRST PART	BOOK IV	CHAPTER I	DECADE II	9	Thou in thy battles, Indra, art subduer of all hostile bands. 
FIRST PART	BOOK IV	CHAPTER I	DECADE II	10	For in thy might thou stretchest out beyond the mansions of the sky. 
FIRST PART	BOOK IV	CHAPTER I	DECADE III	1	Pressed is the juice divine with milk commingled: thereto hath Indra ever been accustomed. 
FIRST PART	BOOK IV	CHAPTER I	DECADE III	2	A home is made for thee to dwell in, Indra: O much-invoked one, with the men go thither! 
FIRST PART	BOOK IV	CHAPTER I	DECADE III	3	The well thou clavest, settest free the fountains, and gavest rest to floods that were obstructed. 
FIRST PART	BOOK IV	CHAPTER I	DECADE III	4	When we have pressed the juice we laud thee, Indra, most valorous! even about to win the booty. 
FIRST PART	BOOK IV	CHAPTER I	DECADE III	5	Thy right hand have we grasped in ours, O Indra, longing, thou very Lord of wealth, for treasures. 
FIRST PART	BOOK IV	CHAPTER I	DECADE III	6	Men call on Indra in the armed encounter that he may make the hymns they sing decisive. 
FIRST PART	BOOK IV	CHAPTER I	DECADE III	7	Like birds of beauteous wing the Priyamedhas, Rishis, imploring, have come nigh to Indra. 
FIRST PART	BOOK IV	CHAPTER I	DECADE III	8	They gaze on thee with longing in their spirit, as on a strongwinged bird that mounteth sky-ward; 
FIRST PART	BOOK IV	CHAPTER I	DECADE III	9	First in the ancient time was Prayer engendered: Vena disclosed the bright ones from the summit, 
FIRST PART	BOOK IV	CHAPTER I	DECADE III	10	They have prepared and fashioned for this hero words never matched, most plentiful, most auspicious, 
FIRST PART	BOOK IV	CHAPTER I	DECADE IV Indra	1	The black drop sank in Ansumati's bosom, advancing with ten thousand round about it. 
FIRST PART	BOOK IV	CHAPTER I	DECADE IV Indra	2	Flying in terror from the snort of Vritra all deities who were thy friends forsook thee. 
FIRST PART	BOOK IV	CHAPTER I	DECADE IV Indra	3	The old hath waked the young Moon from his slumber who runs his circling course with many round him. 
FIRST PART	BOOK IV	CHAPTER I	DECADE IV Indra	4	Then, at thy birth, thou wast the foeman, Indra, of those the seven who ne'er had met a rival. 
FIRST PART	BOOK IV	CHAPTER I	DECADE IV Indra	5	A friend we count thee, sharp-edged, thunder-wielder, Steer strong of body, overthrowing many. 
FIRST PART	BOOK IV	CHAPTER I	DECADE IV Indra	6	Bring to the wise, the great, who waxeth mighty your offerings,. and make ready your devotion! 
FIRST PART	BOOK IV	CHAPTER I	DECADE IV Indra	7	Call we on Maghavan, auspicious Indra, best hero in this fight where spoil is gathered, 
FIRST PART	BOOK IV	CHAPTER I	DECADE IV Indra	8	Prayers have been offered up-through love of glory: Vasishtha, honour Indra in the battle! 
FIRST PART	BOOK IV	CHAPTER I	DECADE IV Indra	9	May the sweet Soma juices make him happy to cast his quoit that lies in depth of waters! 
FIRST PART	BOOK IV	CHAPTER I	DECADE V Indra and others	1	This vigorous one whom deities commission, the conqueror of cars, the strong and mighty, 
FIRST PART	BOOK IV	CHAPTER I	DECADE V Indra and others	2	Indra the rescuer, Indra the helper, hero who listens at each invocation, 
FIRST PART	BOOK IV	CHAPTER I	DECADE V Indra and others	3	Indra whose right hand wields the bolt we worship, driver of bay steeds seeking sundered courses. 
FIRST PART	BOOK IV	CHAPTER I	DECADE V Indra and others	4	The ever-slaying, bold and furious Indra, the bright bolt's Lord, the strong, the great, the boundless, 
FIRST PART	BOOK IV	CHAPTER I	DECADE V Indra and others	5	The man who lies in wait and fights against us, deeming himself a giant or a hero,-- 
FIRST PART	BOOK IV	CHAPTER I	DECADE V Indra and others	6	He whom men call when striving with their foemen, or speeding onward in array of battle, 
FIRST PART	BOOK IV	CHAPTER I	DECADE V Indra and others	7	On a high car, O Parvata and Indra, bring pleasant viands, with brave heroes, hither! 
FIRST PART	BOOK IV	CHAPTER I	DECADE V Indra and others	8	In ceaseless flow hath he poured forth his praises, as waters from the ocean's depth, to Indra, 
FIRST PART	BOOK IV	CHAPTER I	DECADE V Indra and others	9	May our friends turn thee hitherward to friendship! Mayst thou approach us even o'er many rivers! 
FIRST PART	BOOK IV	CHAPTER I	DECADE V Indra and others	10	Who yokes to-day unto the pole of Order the strong and passionate steers of checkless spirit, 
FIRST PART	BOOK IV	CHAPTER II	DECADE I Indra	1	The singers hymn thee, they who chant the psalm of praise are lauding thee. 
FIRST PART	BOOK IV	CHAPTER II	DECADE I Indra	2	All sacred-songs have magnified Indra expansive as the sea, 
FIRST PART	BOOK IV	CHAPTER II	DECADE I Indra	3	This poured libation, Indra, drink, immortal, gladdening, excellent: 
FIRST PART	BOOK IV	CHAPTER II	DECADE I Indra	4	Stone-darting Indra, wondrous God, what wealth thou hast not given me here, 
FIRST PART	BOOK IV	CHAPTER II	DECADE I Indra	5	O Indra, hear Tiraschi's call, the call of him who serveth thee! 
FIRST PART	BOOK IV	CHAPTER II	DECADE I Indra	6	This Soma hath been pressed for thee, O Indra: bold one, mightiest, come! 
FIRST PART	BOOK IV	CHAPTER II	DECADE I Indra	7	Come hither, Indra, with thy bays, come thou to Kanva's eulogy! 
FIRST PART	BOOK IV	CHAPTER II	DECADE I Indra	8	Song-lover! like a charioteer come songs to thee when Soma flows. 
FIRST PART	BOOK IV	CHAPTER II	DECADE I Indra	9	Come now and let us glorify pure Indra with pure Sama hymn! 
FIRST PART	BOOK IV	CHAPTER II	DECADE I Indra	10	That which, most wealthy, makes you rich, in splendours most illustrious, 
FIRST PART	BOOK IV	CHAPTER II	DECADE II Indra. Dadhikravan	1	Bring forth oblations to the God who knoweth all who fain would drink, 
FIRST PART	BOOK IV	CHAPTER II	DECADE II Indra. Dadhikravan	2	To us the mighty, lying in all vital power, who resteth in the deep, who standeth in the east. 
FIRST PART	BOOK IV	CHAPTER II	DECADE II Indra. Dadhikravan	3	Even as a car to give us aid, we draw thee nigh to favour us, 
FIRST PART	BOOK IV	CHAPTER II	DECADE II Indra. Dadhikravan	4	With powers of mighty ones hath he, the friend, the ancient, been equipped, 
FIRST PART	BOOK IV	CHAPTER II	DECADE II Indra. Dadhikravan	5	What time the swift and shining steeds, yoked to the chariots, draw them on, 
FIRST PART	BOOK IV	CHAPTER II	DECADE II Indra. Dadhikravan	6	Him for your sake I glorify as Lord of Strength who wrongeth none, 
FIRST PART	BOOK IV	CHAPTER II	DECADE II Indra. Dadhikravan	7	I with my praise have glorified strong Dadhikravan, conquering steed 
FIRST PART	BOOK IV	CHAPTER II	DECADE II Indra. Dadhikravan	8	Render of forts, the young, the wise, of strength unmeasured, was he born, 
FIRST PART	BOOK IV	CHAPTER II	DECADE III Indra and others	1	Offer the triple sacred draught to Indu hero-worshipper! 
FIRST PART	BOOK IV	CHAPTER II	DECADE III Indra and others	2	Those whom they call the attendant pair of Kasyapa who knows the light, 
FIRST PART	BOOK IV	CHAPTER II	DECADE III Indra and others	3	Sing, sing ye forth your songs of praise, men, Priya-medhas, sing your songs: 
FIRST PART	BOOK IV	CHAPTER II	DECADE III Indra and others	4	To Indra must a laud be said, a joy to him who freely gives, 
FIRST PART	BOOK IV	CHAPTER II	DECADE III Indra and others	5	Your Lord of might that ne'er hath bent, that ruleth over all mankind, 
FIRST PART	BOOK IV	CHAPTER II	DECADE III Indra and others	6	Even he who is thine own, through thought of Heaven, of mortal man who toils, 
FIRST PART	BOOK IV	CHAPTER II	DECADE III Indra and others	7	Wide, Indra Satakratu, spreads the bounty of thine ample grace: 
FIRST PART	BOOK IV	CHAPTER II	DECADE III Indra and others	8	Bright Ushas, when thy times return, all quadrupeds and bipeds stir, 
FIRST PART	BOOK IV	CHAPTER II	DECADE III Indra and others	9	Ye Gods who yonder have your home amid the luminous realm of heaven, 
FIRST PART	BOOK IV	CHAPTER II	DECADE III Indra and others	10	We offer laud and psalm wherewith men celebrate their holy rites. 
FIRST PART	BOOK IV	CHAPTER II	DECADE IV Indra	1	Heroes of one accord brought forth and formed for kingship Indra who wins the victory in all encounters, 
FIRST PART	BOOK IV	CHAPTER II	DECADE IV Indra	2	I trust in thy first wrathful deed, O Indra, when thou slewest Vritra and didst work to profit man; 
FIRST PART	BOOK IV	CHAPTER II	DECADE IV Indra	3	Come all with might together to the Lord of heaven, the only one who is indeed the guestof men. 
FIRST PART	BOOK IV	CHAPTER II	DECADE IV Indra	4	Thine, Indra, praised of many, excellently rich, are we who trusting in thy help draw near to thee. 
FIRST PART	BOOK IV	CHAPTER II	DECADE IV Indra	5	High hymns have sounded forth the praise of Maghavan, supporter of mankind, of Indra meet for lauds; 
FIRST PART	BOOK IV	CHAPTER II	DECADE IV Indra	6	In perfect unison have all your longing hymns that find the light of heaven sounded forth Indra's praise. 
